CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX454986,18/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,TRUE,734,24
HX349944,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2522,24
HX350210,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1921,24
HY114575,18/7/14,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,FALSE,225,24
HX349877,18/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,2221,24
HX357948,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,812,24
HX349846,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1113,24
HX365666,18/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,215,24
HX354363,18/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,433,24
HY246896,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1221,24
HX350138,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,512,24
HX349891,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,421,24
HX349884,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,722,24
HX349934,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,523,24
HX350232,18/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,523,24
HX351017,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1112,24
HX447941,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1831,24
HX349949,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1031,24
HX351480,18/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2413,24
HX350236,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,725,24
HX356163,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,823,24
HX357186,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1234,25
HX350688,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,711,25
HX350162,18/7/14,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,1523,25
HX401744,18/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,321,25
HX350139,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,2515,25
HX350725,18/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1611,25
HX352672,18/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,1611,25
HX352264,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1932,25
HX359845,18/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2422,25
HX350092,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,825,25
HX350082,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,522,25
HX350118,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,723,25
HX355408,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,632,25
HX360010,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,235,25
HX350184,18/7/14,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,735,25
HX350190,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,634,25
HX350207,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2521,25
HX350193,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2212,25
HX350243,18/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,1633,25
HX351363,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,613,25
HX368624,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,421,25
HX350228,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1021,25
HX359784,18/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1914,25
HX404279,18/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,1135,25
HX377509,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,124,25
HX355490,18/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1013,25
HX352776,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1911,25
HX350383,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1011,25
HX350407,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1524,25
HX350485,18/7/14,NARCOTICS,POSS: COCAINE,RESIDENCE,TRUE,FALSE,813,25
HX350982,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,25
HX350433,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,832,25
HX359730,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,835,25
HX406014,18/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,433,25
HX350546,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,614,25
HX350563,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,411,25
HX418908,18/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,1621,25
HX350591,18/7/14,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,1031,25
HX350516,18/7/14,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,923,25
HX364983,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1021,25
HX357091,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1232,25
HX369521,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,513,25
HX350598,18/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,913,25
HX351697,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,424,25
HX354130,18/7/14,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1023,25
HX351899,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1822,25
HX350775,18/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,522,25
HX351082,18/7/14,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,1633,25
HX350690,18/7/14,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,2234,25
HX358129,18/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,FALSE,213,25
HX353429,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,815,25
HX350740,18/7/14,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,726,25
HX351580,18/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,TRUE,TRUE,713,25
HX350741,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2234,25
HX350774,18/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,1111,25
HX350795,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,611,25
HX350749,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2233,25
HX351341,18/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2234,25
HX350831,18/7/14,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,2234,25
HX362384,18/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,822,25
HX352228,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2422,25
HX352665,18/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,832,25
HX350855,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2212,25
HX350933,18/7/14,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,TRUE,422,25
HX351307,18/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1124,25
HX350890,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1631,25
HX350906,18/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,1031,25
HX350990,18/7/14,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,835,25
HX350947,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2223,25
HX350953,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2513,25
HX332943,5/7/14,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2431,1
HX332859,5/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,1122,2
HX335117,5/7/14,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1233,2
HX332966,5/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1214,2
HX333056,6/7/14,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,612,2
HX333075,6/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1122,2
HX333061,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,331,2
HX333144,6/7/14,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1924,2
HX333342,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1723,2
HX333523,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,1821,2
HX336229,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1633,2
HX334762,6/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1225,2
HX334629,6/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1115,2
HX333679,6/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,533,2
HX339096,6/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,523,2
HX334006,6/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2233,2
HX333817,6/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,225,2
HX333915,6/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,614,2
HX334524,6/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1712,2
HX334063,6/7/14,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1022,2
HX334261,6/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2222,2
HX334365,6/7/14,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,422,2
HX334874,7/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,913,3
HX334582,7/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,231,3
HX335625,7/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,322,3
HX337566,7/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,613,3
HX334760,7/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1513,3
HX334914,7/7/14,THEFT,POCKET-PICKING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,624,3
HX335284,7/7/14,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,613,3
HX335207,7/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,434,3
HX335464,7/7/14,NARCOTICS,MANU/DELIVER:PCP,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1021,3
HX336206,7/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1711,3
HX340639,7/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1933,3
HX335310,7/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1021,3
HX335419,7/7/14,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,424,3
HX341974,7/7/14,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1935,4
HX335522,7/7/14,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2424,4
HX335586,7/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,225,4
HX335693,7/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1122,4
HX335622,7/7/14,GAMBLING,GAME/DICE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,733,4
HX335784,7/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,634,4
HX335902,8/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,712,4
HX335937,8/7/14,THEFT,PURSE-SNATCHING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,524,4
HX335953,8/7/14,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2433,4
HX335978,8/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,726,5
HX336993,8/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1231,5
HX336083,8/7/14,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,631,5
HX336158,8/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,324,5
HX336287,8/7/14,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1132,5
HX336294,8/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1013,5
HX336440,8/7/14,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,733,5
HX336583,8/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1234,6
HX336752,8/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,312,6
HX336838,8/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,735,6
HX336896,8/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1132,6
HX345701,8/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1711,6
HX338303,8/7/14,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,224,6
HX337051,8/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1524,6
HX337242,8/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1115,6
HX337094,8/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1111,6
HX337103,8/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1132,6
HX340354,8/7/14,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1812,6
HX337138,8/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,424,6
HX337193,8/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2022,6
HX337233,8/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,432,6
HX337309,8/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1522,6
HX337303,8/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,321,6
HX340644,9/7/14,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1812,6
HX337393,9/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,1012,6
HX337417,9/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1732,6
HX337624,9/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,223,6
HX337722,9/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,835,6
HX338030,9/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,732,6
HX337749,9/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1722,7
HX340582,9/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,223,7
HX369417,9/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,215,7
HX338040,9/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2422,7
HX338060,9/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,931,7
HX339161,9/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1934,7
HX339852,9/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1733,7
HX338231,9/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,214,7
HX338365,9/7/14,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1533,7
HX444212,9/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1532,7
HX339150,9/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,232,7
HX338384,9/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,833,7
HX338424,9/7/14,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1523,7
HX340785,9/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2012,7
HX339563,9/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2012,7
HX338421,9/7/14,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1115,7
HX338500,9/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,212,7
HX338563,9/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,932,7
HX338562,9/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,621,7
HX339320,9/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,511,8
HX339379,9/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,611,8
HX338728,9/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,811,8
HX338723,9/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,723,8
HX338792,10/7/14,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,734,8
HX345353,10/7/14,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1821,8
HX339277,10/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,612,8
HX339592,10/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,533,8
HX339581,10/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1923,9
HX339929,10/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2433,9
HX339816,10/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1111,9
HX339780,10/7/14,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,312,9
HX339838,10/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2534,9
HX339920,10/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,733,9
HX339902,10/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,922,9
HX339925,10/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,321,9
HX339978,10/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1012,9
HX339975,10/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1511,10
HX340331,11/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1434,10
HX348513,11/7/14,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2422,10
HX340420,11/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,624,10
HX340493,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,712,10
HX340613,11/7/14,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1712,10
HX341182,11/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,811,10
HX340821,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1011,10
HX340881,11/7/14,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2533,10
HX341000,11/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1532,10
HX341156,11/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,215,10
HX341221,11/7/14,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1125,10
HX341236,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,921,10
HX341578,11/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,732,10
HX341516,11/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1112,11
HX341540,11/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2534,11
HX341616,12/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,2535,11
HX342854,12/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,735,11
HX341668,12/7/14,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1733,11
HX341651,12/7/14,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2432,11
HX349895,12/7/14,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,332,11
HX341683,12/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1132,11
HX341686,12/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,613,11
HX341837,12/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1832,11
HX341927,12/7/14,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,322,11
