"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX349942","17/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","624","561","294","22","9","2966"
"HX357070","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","622","523","294","24","9","2966"
"HX349381","17/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","1411","411","779","24","2","446"
"HX355357","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1522","285","619","24","2","446"
"HX349790","17/7/14","THEFT","FROM BUILDING","RESIDENTIAL YARD (FRONT/BACK)","N","N","433","726","73","24","8","2546"
"HX349933","17/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","726","460","350","24","11","4226"
"HX349516","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","834","353","269","24","2","446"
"HX350541","17/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1433","474","716","24","16","7166"
"HX349526","17/7/14","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2234","498","125","24","2","446"
"HX350174","17/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1911","428","855","24","16","7166"
"HX349767","18/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2032","455","885","24","9","2966"
"HX349622","18/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","731","460","350","24","9","2966"
"HX349736","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","1014","364","570","24","2","441"
"HX351983","18/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","323","570","336","25","16","7166"
"HX351723","18/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2412","394","961","25","2","446"
"HX350217","18/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","533","603","19","25","0","91"
"HX350285","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","613","501","294","25","2","451"
"HX353050","18/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","815","333","442","25","16","7166"
"HX353883","18/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1522","285","619","25","2","446"
"HX351682","18/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","914","530","548","25","2","446"
"HX350706","18/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1121","379","677","25","21","27751"
"HX350769","18/7/14","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","711","534","387","25","15","6751"
"HX351285","18/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","832","439","337","25","9","2966"
"HX350874","18/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","914","530","548","25","9","2966"
"HX351568","18/7/14","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2413","414","941","25","2","446"
"HX350760","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","724","498","352","25","2","441"
"HX350779","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","725","479","347","25","2","451"
"HX350794","18/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","N","N","2211","388","149","25","2","446"
"HX350919","18/7/14","BATTERY","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","1524","282","678","25","9","2966"
"HX350943","18/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1722","327","851","25","0","96"
"HX332735","5/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1014","364","570","1","2","448"
"HX333602","5/7/14","ASSAULT","SIMPLE","RESTAURANT","N","Y","531","576","125","1","0","93"
"HX332896","5/7/14","OTHER OFFENSE","LICENSE VIOLATION","RESTAURANT","N","N","1112","361","683","1","2","448"
"HX333091","6/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","1434","437","726","1","0","98"
"HX333200","6/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","N","N","212","569","514","1","12","4648"
"HX333252","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","122","533","637","1","9","2968"
"HX333601","6/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1812","513","749","1","8","2548"
"HX333770","6/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1824","549","703","1","2","448"
"HX333705","6/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESTAURANT","N","N","111","551","652","1","1","238"
"HX333878","6/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1115","343","630","1","2","448"
"HX333913","6/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1833","558","685","1","2","448"
"HX333931","6/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1423","408","710","1","2","448"
"HX333946","6/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","1122","362","651","1","2","453"
"HX334067","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1111","332","674","1","9","2968"
"HX334589","6/7/14","THEFT","OVER $500","RESTAURANT","N","N","2031","413","881","1","16","7168"
"HX335074","6/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1831","531","663","1","2","448"
"HX334621","6/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1023","422","580","1","9","2968"
"HX334601","7/7/14","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESTAURANT","N","N","1031","347","511","1","11","4228"
"HX365725","7/7/14","OTHER OFFENSE","LICENSE VIOLATION","RESTAURANT","N","N","1232","502","594","1","2","448"
"HX336052","7/7/14","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","1022","401","582","1","11","4228"
"HX338642","7/7/14","OTHER OFFENSE","TELEPHONE THREAT","RESTAURANT","N","Y","1911","428","855","1","1","233"
"HX336195","7/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","113","549","633","1","8","2548"
"HX336343","8/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","N","N","131","549","580","1","12","4648"
"HX339284","8/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESTAURANT","N","N","132","570","562","1","9","2968"
"HX336693","8/7/14","THEFT","OVER $500","RESTAURANT","N","N","122","533","637","1","16","7168"
"HX337610","8/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1831","531","663","1","2","448"
"HX336903","8/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","112","549","638","1","8","2548"
"HX338352","8/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESTAURANT","N","N","433","726","73","1","6","1708"
"HX336617","8/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","122","533","637","1","8","2548"
"HX336799","8/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","114","561","635","1","9","2968"
"HX336812","8/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESTAURANT","N","N","1422","379","716","1","9","2968"
"HX337634","8/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","2431","471","978","1","2","448"
"HX337582","8/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1214","0","0","1","2","448"
"HX337430","9/7/14","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","2211","388","149","1","11","4228"
"HX338734","9/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESTAURANT","N","Y","1911","428","855","1","2","443"
"HX337739","9/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","1422","379","716","1","2","448"
"HX339067","9/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","121","523","637","1","2","448"
"HX337850","9/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","214","555","480","1","2","448"
"HX338027","9/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1833","558","685","2","2","448"
"HX338331","9/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","122","533","637","2","8","2548"
"HX339326","9/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","1732","362","813","2","2","448"
"HX339486","9/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","N","N","1231","483","592","2","12","4648"
"HX338422","9/7/14","ASSAULT","SIMPLE","RESTAURANT","Y","N","1634","294","811","2","0","103"
"HX342711","10/7/14","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","RESTAURANT","N","N","1431","417","757","2","2","448"
"HX338797","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1221","0","0","2","9","2968"
"HX339265","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","2412","394","961","2","9","2968"
"HX381936","10/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESTAURANT","N","N","1532","302","650","2","6","1708"
"HX338996","10/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","1112","361","683","2","0","98"
"HX348005","10/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESTAURANT","Y","Y","2522","312","743","2","2","448"
"HX339069","10/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","1513","267","618","3","2","453"
"HX458627","10/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESTAURANT","N","N","323","570","336","4","6","1708"
"HX339207","10/7/14","THEFT","$500 AND UNDER","RESTAURANT","Y","N","1924","483","806","4","2","453"
"HX339445","10/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","121","523","637","4","2","448"
"HX339520","10/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","122","533","637","4","9","2968"
"HX339451","10/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","121","523","637","5","9","2968"
"HX339428","10/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","112","549","638","5","2","448"
"HX339473","10/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","Y","N","1524","282","678","5","12","4653"
"HX339709","10/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","N","N","1833","558","685","5","12","4648"
"HX339687","10/7/14","THEFT","OVER $500","RESTAURANT","N","N","111","551","652","6","16","7168"
"HX339553","10/7/14","THEFT","OVER $500","RESTAURANT","N","N","1833","558","685","6","16","7168"
"HX339540","10/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1513","267","618","6","8","2548"
"HX412596","10/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","522","552","108","6","2","448"
"HX339858","10/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1834","561","670","6","2","448"
"HX339848","10/7/14","LIQUOR LAW VIOLATION","SELL/GIVE/DEL LIQUOR TO MINOR","RESTAURANT","Y","N","1424","442","708","8","2","453"
"HX340102","10/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1921","427","814","9","9","2968"
"HX340760","11/7/14","THEFT","ATTEMPT THEFT","RESTAURANT","N","N","211","471","322","9","2","448"
"HX347267","11/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESTAURANT","N","N","1932","478","770","10","9","2968"
"HX351641","11/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1833","558","685","10","8","2548"
"HX341872","11/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1834","561","670","10","8","2548"
"HX351650","11/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1833","558","685","10","9","2968"
"HX340771","11/7/14","ROBBERY","ARMED: HANDGUN","RESTAURANT","N","N","924","466","459","10","23","65548"
"HX341121","11/7/14","THEFT","OVER $500","RESTAURANT","N","N","112","549","638","10","16","7168"
"HX340982","11/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","413","629","261","11","2","448"
"HX342050","11/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","211","471","322","11","9","2968"
"HX341833","11/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","1224","448","600","11","9","2968"
"HX341050","11/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1224","448","600","11","9","2968"
"HX341250","11/7/14","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","RESTAURANT","Y","N","2222","494","231","11","3","663"
"HX345110","11/7/14","THEFT","OVER $500","RESTAURANT","N","N","1832","541","682","11","16","7168"
"HX341311","11/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","2024","497","885","12","2","448"
"HX396882","12/7/14","THEFT","OVER $500","RESTAURANT","N","N","1231","483","592","12","16","7168"
"HX341846","12/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","Y","N","1824","549","703","12","9","2973"
"HX342285","12/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1911","428","855","12","8","2548"
"HX342296","12/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1911","428","855","12","9","2968"
"HX343413","12/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1623","290","873","12","2","448"
"HX342275","12/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","113","549","633","12","8","2548"
"HX342258","12/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","113","549","633","12","2","448"
"HX353323","12/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","2023","492","906","14","8","2548"
"HX344297","12/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1933","492","788","14","8","2548"
"HX342720","12/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","432","680","198","14","2","453"
"HX342640","12/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","624","561","294","14","0","98"
"HX342676","12/7/14","THEFT","OVER $500","RESTAURANT","N","N","2534","337","714","14","16","7168"
"HX346381","12/7/14","LIQUOR LAW VIOLATION","LIQUOR LICENSE VIOLATION","RESTAURANT","Y","N","2534","337","714","14","2","453"
"HX361253","12/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","235","630","417","14","0","98"
"HX343162","12/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","511","584","197","14","9","2968"
"HX343130","13/7/14","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESTAURANT","N","N","511","584","197","14","11","4228"
"HX342912","13/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","RESTAURANT","N","N","2513","222","722","14","12","4648"
"HX344876","13/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1934","519","787","14","2","448"
"HX343112","13/7/14","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","1033","407","529","14","11","4228"
"HX343025","13/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","1832","541","682","15","2","453"
"HX373847","13/7/14","THEFT","OVER $500","RESTAURANT","N","N","1811","483","743","15","16","7168"
"HX343416","13/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","1824","549","703","15","0","98"
"HX344427","13/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","1911","428","855","15","9","2968"
"HX343930","13/7/14","THEFT","OVER $500","RESTAURANT","N","N","1821","529","707","15","16","7168"
"HX343932","13/7/14","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESTAURANT","N","N","1821","529","707","15","6","1708"
"HX344065","13/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","2033","477","885","16","8","2548"
"HX344184","14/7/14","ROBBERY","ARMED: HANDGUN","RESTAURANT","N","N","1834","561","670","16","23","65548"
"HX344387","14/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","123","544","615","17","2","453"
"HX344526","14/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","124","523","604","17","2","453"
"HX344871","14/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","121","523","637","17","8","2548"
"HX345057","14/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","111","551","652","17","2","448"
"HX345056","14/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","111","551","652","18","9","2968"
"HX344897","14/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","121","523","637","18","9","2968"
"HX344835","14/7/14","THEFT","OVER $500","RESTAURANT","N","N","121","523","637","18","16","7168"
"HX344877","14/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","121","523","637","18","9","2968"
"HX353342","14/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1921","427","814","18","2","448"
"HX345453","14/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1834","561","670","18","2","448"
"HX345733","14/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","624","561","294","18","2","448"
"HX347397","14/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","2233","526","148","18","2","448"
"HX345526","14/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","2422","462","1011","18","2","448"
"HX345798","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1215","0","0","18","2","448"
"HX346410","15/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","111","551","652","18","9","2968"
"HX535644","15/7/14","DECEPTIVE PRACTICE","UNLAWFUL USE OF A COMPUTER","RESTAURANT","N","N","1432","439","752","18","2","448"
"HX346390","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","Y","N","111","551","652","18","2","453"
"HX611866","15/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","111","551","652","18","9","2968"
"HX346761","15/7/14","GAMBLING","GAME/CARDS","RESTAURANT","Y","N","1712","340","890","18","2","453"
"HX351654","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1713","386","878","18","2","448"
"HX351608","15/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","614","501","262","18","0","98"
"HX346169","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1731","322","812","18","2","448"
"HX346853","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","122","533","637","18","2","448"
"HX353324","15/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","2023","492","906","18","8","2548"
"HX346305","15/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","1433","474","716","18","9","2968"
"HX346858","15/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","122","533","637","18","9","2968"
"HX346729","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1833","558","685","18","2","448"
"HX346409","15/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","1531","302","682","18","2","453"
"HX346769","15/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1935","520","769","18","2","448"
"HX361285","15/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","235","630","417","18","2","448"
"HX346811","15/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1933","492","788","18","8","2548"
"HX346934","16/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","Y","N","412","629","290","18","9","2973"
"HX347762","16/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","122","533","637","18","9","2968"
"HX348363","16/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","121","523","637","18","2","448"
"HX347401","16/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","122","533","637","18","9","2968"
"HX347697","16/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","122","533","637","18","2","448"
"HX347398","16/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","122","533","637","19","8","2548"
"HX347532","16/7/14","BATTERY","SIMPLE","RESTAURANT","N","N","235","630","417","19","2","448"
"HX403347","16/7/14","THEFT","OVER $500","RESTAURANT","N","N","1834","561","670","19","16","7168"
"HX348133","16/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1831","531","663","19","8","2548"
"HX348032","16/7/14","ASSAULT","SIMPLE","RESTAURANT","N","N","1533","303","617","19","0","98"
"HX358717","16/7/14","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESTAURANT","N","N","623","537","269","19","2","448"
"HX348398","17/7/14","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","834","353","269","19","11","4228"
"HX348627","17/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1112","361","683","19","8","2548"
"HX348923","17/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","235","630","417","19","8","2548"
"HX348859","17/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","123","544","615","19","9","2968"
"HX348898","17/7/14","THEFT","POCKET-PICKING","RESTAURANT","N","N","1814","537","733","19","9","2968"
"HX349500","17/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","213","578","497","19","2","448"
"HX350666","17/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1912","459","852","19","2","448"
"HX349169","17/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1424","442","708","19","9","2968"
"HX349852","17/7/14","THEFT","FROM BUILDING","RESTAURANT","N","N","1424","442","708","19","8","2548"
"HX349854","17/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1424","442","708","19","9","2968"
"HY114494","17/7/14","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY","RESTAURANT","N","N","1024","382","558","20","17","8008"
"HX349327","17/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","621","464","261","20","2","453"
"HX349246","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","225","560","437","20","9","2968"
"HX349510","17/7/14","THEFT","$500 AND UNDER","RESTAURANT","N","N","1834","561","670","20","2","448"
"HX354319","17/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","N","N","1834","561","670","20","9","2968"
"HX349764","17/7/14","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","211","471","322","20","11","4228"
"HX349536","17/7/14","LIQUOR LAW VIOLATION","LIQUOR LICENSE VIOLATION","RESTAURANT","Y","N","2031","413","881","20","2","453"
"HX349624","18/7/14","ROBBERY","ATTEMPT: ARMED-OTHER DANG WEAP","RESTAURANT","N","N","2213","0","0","22","9","2968"
"HX349769","18/7/14","CRIMINAL TRESPASS","TO LAND","RESTAURANT","Y","N","1834","561","670","22","2","453"
"HX376258","18/7/14","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESTAURANT","N","N","1934","519","787","22","9","2968"
