CASE #,DATE  OF OCCURRENCE, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT
HX341933,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,424
HX341906,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,522
HX341918,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,1131
HX341930,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,731
HX341926,7/12/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,1132
HX342009,7/12/2014,KIDNAPPING,CHILD ABDUCTION/STRANGER,SIDEWALK,N,N,1111
HX346119,7/12/2014,THEFT,$500 AND UNDER,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,1114
HX341936,7/12/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,N,Y,324
HX341973,7/12/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,112
HX342865,7/12/2014,THEFT,OVER $500,STREET,N,N,123
HX341955,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1523
HX384323,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,725
HX343026,7/12/2014,THEFT,OVER $500,APARTMENT,N,N,222
HX344896,7/12/2014,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE-GARAGE,N,N,511
HX342772,7/12/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2524
HX341988,7/12/2014,INTIMIDATION,INTIMIDATION,STREET,N,N,624
HX348188,7/12/2014,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,1531
HX344563,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,714
HX342190,7/12/2014,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING HOME/RETIREMENT HOME,N,N,835
HX342135,7/12/2014,THEFT,OVER $500,STREET,N,N,914
HX343174,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,1731
HX342611,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,312
HX341992,7/12/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,Y,N,713
HX341979,7/12/2014,ASSAULT,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,N,N,1023
HX341956,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,1423
HX342042,7/12/2014,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,Y,N,1014
HX341994,7/12/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,821
HX342257,7/12/2014,BATTERY,SIMPLE,STREET,N,N,2532
HX341984,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2423
HX342057,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,Y,N,1533
HX342110,7/12/2014,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,111
HX343215,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1932
HX341996,7/12/2014,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,2032
HX342113,7/12/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,111
HX341982,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,932
HX341995,7/12/2014,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,Y,N,621
HX342015,7/12/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,N,Y,1132
HX342030,7/12/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1421
HX342008,7/12/2014,THEFT,$500 AND UNDER,SIDEWALK,N,Y,1011
HX343278,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,331
HX387141,7/12/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,512
HX372387,7/12/2014,THEFT,OVER $500,RESIDENCE,N,N,1111
HX342552,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,833
HX342440,7/12/2014,THEFT,$500 AND UNDER,SIDEWALK,N,N,611
HX342018,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA STATION,Y,N,1623
HX350264,7/12/2014,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,2412
HX351655,7/12/2014,ASSAULT,SIMPLE,SIDEWALK,N,N,2432
HX344682,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,613
HX344477,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,224
HX345822,7/12/2014,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,831
HX345851,7/12/2014,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,N,N,1434
HX344844,7/12/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,522
HX342019,7/12/2014,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,N,834
HX342134,7/12/2014,NARCOTICS,MANU/DELIVER:COCAINE,APARTMENT,Y,N,913
HX342063,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,931
HX342035,7/12/2014,ASSAULT,SIMPLE,RESIDENCE,N,N,925
HX342093,7/12/2014,BATTERY,SIMPLE,RESIDENCE,Y,N,831
HX342037,7/12/2014,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,Y,N,1522
HX342052,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,1033
HX342059,7/12/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,622
HX342073,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,1023
HX343609,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,414
HX343194,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1731
HX342152,7/12/2014,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,N,N,2515
HX344852,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,1522
HX342084,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,735
HX342139,7/12/2014,ASSAULT,SIMPLE,APARTMENT,N,N,831
HX342127,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,412
HX342075,7/12/2014,BATTERY,SIMPLE,RESIDENCE,Y,N,532
HX342837,7/12/2014,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,121
HX342155,7/12/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,821
HX345823,7/12/2014,THEFT,POCKET-PICKING,CTA BUS,N,N,825
HX342216,7/12/2014,BATTERY,SIMPLE,APARTMENT,N,N,725
HX342210,7/12/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,Y,N,114
HX342077,7/12/2014,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,N,N,422
HX342132,7/12/2014,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,1522
HX342604,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1115
HX343719,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1814
HX412831,7/12/2014,ASSAULT,SIMPLE,RESIDENCE,N,N,1031
HX342103,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,212
HX342141,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1133
HX342195,7/12/2014,ASSAULT,SIMPLE,SMALL RETAIL STORE,Y,N,225
HX342285,7/12/2014,THEFT,FROM BUILDING,RESTAURANT,N,N,1911
HX342309,7/12/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1432
HX342876,7/12/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1424
HX344528,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1623
HX342196,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,731
HX342296,7/12/2014,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1911
HX342123,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,634
HX342233,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,OTHER,N,N,935
HX342099,7/12/2014,ASSAULT,SIMPLE,PARK PROPERTY,N,N,934
HX342114,7/12/2014,CRIMINAL TRESPASS,TO LAND,APARTMENT,Y,N,2023
HX342115,7/12/2014,BATTERY,SIMPLE,SIDEWALK,N,N,1232
HX342117,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,1512
HX344790,7/12/2014,ASSAULT,SIMPLE,STREET,N,N,214
HX342160,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,914
HX342169,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,833
HX342179,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,Y,1733
HX342128,7/12/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,N,N,2534
HX342189,7/12/2014,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,SIDEWALK,N,N,613
HX342286,7/12/2014,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,ALLEY,N,N,432
HX342172,7/12/2014,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,212
HX342144,7/12/2014,BATTERY,SIMPLE,STREET,N,N,222
HX342206,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,433
HX342328,7/12/2014,BURGLARY,FORCIBLE ENTRY,OTHER,N,N,1215
HX342396,7/12/2014,THEFT,FROM BUILDING,OTHER,N,N,1834
HX342162,7/12/2014,CRIMINAL TRESPASS,TO LAND,RESIDENCE,Y,N,921
HX342145,7/12/2014,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),Y,N,2521
HX342170,7/12/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,712
HX342255,7/12/2014,BATTERY,SIMPLE,SIDEWALK,N,N,225
HX342215,7/12/2014,BATTERY,SIMPLE,STREET,N,N,111
HX342157,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,713
HX342165,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,421
HX342213,7/12/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2522
HX342182,7/12/2014,BATTERY,SIMPLE,APARTMENT,Y,N,1633
HX342159,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,413
HX342723,7/12/2014,ASSAULT,SIMPLE,RESIDENCE,N,N,533
HX490942,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2212
HX342565,7/12/2014,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,722
HX343217,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2514
HX343413,7/12/2014,THEFT,$500 AND UNDER,RESTAURANT,N,N,1623
HX342562,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,723
HX354315,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,N,N,1235
HX346287,7/12/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,726
HX342947,7/12/2014,BATTERY,SIMPLE,STREET,N,N,2534
HX344525,7/12/2014,THEFT,$500 AND UNDER,PAWN SHOP,Y,N,2432
HX342180,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,835
HX342326,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,834
HX342277,7/12/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1811
HX342194,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1014
HX342220,7/12/2014,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1633
HX342221,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2423
HX342250,7/12/2014,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,Y,N,231
HX342232,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,714
HX342225,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,834
HX342265,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2413
HX342279,7/12/2014,GAMBLING,GAME/DICE,SIDEWALK,Y,N,825
HX342234,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,232
HX342336,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2423
HX342259,7/12/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,611
HX342227,7/12/2014,THEFT,OVER $500,HOTEL/MOTEL,N,N,123
HX342377,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2515
HX342275,7/12/2014,THEFT,FROM BUILDING,RESTAURANT,N,N,113
HX342258,7/12/2014,BATTERY,SIMPLE,RESTAURANT,N,N,113
HX344356,7/12/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,512
HX344819,7/12/2014,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,433
HX342262,7/12/2014,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,N,N,623
HX342482,7/12/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,835
HX343510,7/12/2014,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1624
HX345068,7/12/2014,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,Y,633
HX345016,7/12/2014,THEFT,OVER $500,SIDEWALK,N,N,1833
HX343782,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,222
HX345225,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,531
HX348629,7/12/2014,THEFT,OVER $500,RESIDENCE,N,N,1011
HX342301,7/12/2014,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,Y,N,1522
HX342421,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1712
HX342575,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2532
HX444261,7/12/2014,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,N,N,1112
HX361087,7/12/2014,THEFT,FROM BUILDING,OTHER,N,N,1934
HX347524,7/12/2014,THEFT,$500 AND UNDER,,N,N,113
HX342866,7/12/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,322
HX342317,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,735
HX342383,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2512
HX342274,7/12/2014,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,Y,631
HX342318,7/12/2014,ASSAULT,SIMPLE,HOTEL/MOTEL,Y,N,713
HX343031,7/12/2014,KIDNAPPING,KIDNAPPING,SIDEWALK,N,N,2413
HX342307,7/12/2014,ASSAULT,SIMPLE,APARTMENT,N,Y,1112
HX342295,7/12/2014,ASSAULT,SIMPLE,ALLEY,Y,N,921
HX342329,7/12/2014,NARCOTICS,POSS: LOOK-ALIKE DRUGS,CTA BUS STOP,Y,N,1824
HX342343,7/12/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,Y,N,311
HX342311,7/12/2014,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,715
HX342353,7/12/2014,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,833
HX342308,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,231
HX342323,7/12/2014,ASSAULT,SIMPLE,STREET,N,N,1134
HX342418,7/12/2014,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,Y,N,614
HX342385,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1933
HX342359,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,424
HX342320,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2534
HX343412,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1112
HX342393,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,614
HX342335,7/12/2014,BATTERY,AGGRAVATED: HANDGUN,STREET,N,N,423
HX342333,7/12/2014,BATTERY,SIMPLE,STREET,Y,N,1424
HX342338,7/12/2014,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,Y,N,2221
HX342357,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2012
HX342349,7/12/2014,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,SIDEWALK,Y,N,2523
HX342365,7/12/2014,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1112
HX345789,7/12/2014,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,831
HX342366,7/12/2014,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,Y,N,1115
HX342378,7/12/2014,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,ALLEY,Y,N,2024
HX342345,7/12/2014,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,825
HX342362,7/12/2014,BATTERY,SIMPLE,SIDEWALK,N,N,2024
HX342429,7/12/2014,THEFT,$500 AND UNDER,SIDEWALK,Y,N,234
HX342348,7/12/2014,ASSAULT,SIMPLE,ALLEY,N,N,532
HX342288,7/12/2014,HOMICIDE,FIRST DEGREE MURDER,STREET,Y,N,2432
HX342384,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,633
HX343179,7/12/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,331
HX342475,7/12/2014,THEFT,OVER $500,APARTMENT,N,Y,322
HX342444,7/12/2014,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,N,N,2221
HX342394,7/12/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,321
HX342410,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,621
HX342404,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1833
HX342703,7/12/2014,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,114
HX342351,7/12/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,Y,N,1112
HX342744,7/12/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,835
HX343386,7/12/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1121
HX343414,7/12/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,2515
HX343583,7/12/2014,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,1911
HX344045,7/12/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1924
HX344296,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1031
HX353323,7/12/2014,THEFT,FROM BUILDING,RESTAURANT,N,N,2023
HX350158,7/12/2014,THEFT,FROM BUILDING,RESIDENCE,N,N,512
HX353528,7/12/2014,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,N,Y,1013
HX342364,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,424
HX342430,7/12/2014,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,N,Y,1022
HX342400,7/12/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2533
HX342451,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1532
HX342376,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,421
HX342381,7/12/2014,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,2013
HX342483,7/12/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,632
HX343097,7/12/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1014
HX342391,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2232
HX342407,7/12/2014,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,113
HX343507,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,433
HX342901,7/12/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,823
HX342780,7/12/2014,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),N,N,923
HX342356,7/12/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,332
HX342388,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,722
HX344743,7/12/2014,BURGLARY,UNLAWFUL ENTRY,FACTORY/MANUFACTURING BUILDING,N,N,434
HX342420,7/12/2014,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,1523
HX342435,7/12/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1513
HX342425,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,323
HX342470,7/12/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2524
HX342423,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,314
HX342452,7/12/2014,THEFT,$500 AND UNDER,SIDEWALK,N,Y,723
HX342700,7/12/2014,ROBBERY,ATTEMPT: ARMED-HANDGUN,PARK PROPERTY,N,N,421
HX342520,7/12/2014,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,835
HX342453,7/12/2014,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,Y,N,1132
HX342463,7/12/2014,ASSAULT,SIMPLE,STREET,N,N,1424
HX342439,7/12/2014,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,2232
HX342414,7/12/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,611
HX342427,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1121
HX343221,7/12/2014,THEFT,OVER $500,STREET,N,N,1713
HX342669,7/12/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),N,N,1524
HX342571,7/12/2014,ASSAULT,SIMPLE,APARTMENT,N,N,1013
HX342428,7/12/2014,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,Y,N,1414
HX342450,7/12/2014,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,924
HX343494,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,1215
HX343498,7/12/2014,THEFT,OVER $500,OTHER,N,N,822
HX345338,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1912
HX342458,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2211
HX342462,7/12/2014,ASSAULT,SIMPLE,APARTMENT,Y,Y,1423
HX342461,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,N,713
HX342469,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,513
HX342530,7/12/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,312
HX351823,7/12/2014,THEFT,$500 AND UNDER,APARTMENT,N,N,1112
HX342466,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1722
HX342494,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,612
HX342459,7/12/2014,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1131
HX342487,7/12/2014,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,Y,N,123
HX342468,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112
HX342534,7/12/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,811
HX342472,7/12/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1632
HX342480,7/12/2014,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2422
HX342531,7/12/2014,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,1834
HX342504,7/12/2014,ASSAULT,SIMPLE,SIDEWALK,N,N,1222
HX342524,7/12/2014,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,511
HX343944,7/12/2014,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1812
HX342519,7/12/2014,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,Y,N,212
HX342485,7/12/2014,ASSAULT,SIMPLE,STREET,N,N,925
HX342479,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,214
HX347142,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,"SCHOOL, PUBLIC, BUILDING",N,N,722
HX342493,7/12/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,411
HX342496,7/12/2014,THEFT,OVER $500,STREET,N,N,1911
HX342518,7/12/2014,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,N,N,223
HX342527,7/12/2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,Y,N,732
HX342500,7/12/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2531
HX342586,7/12/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,935
HX342561,7/12/2014,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,511
HX342635,7/12/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2525
HX343123,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,611
HX342522,7/12/2014,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,APARTMENT,N,Y,334
HX343740,7/12/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,N,N,833
HX342563,7/12/2014,BATTERY,SIMPLE,SIDEWALK,N,N,1422
